pose_loss:388.102661133 qua_loss:53.6873703003 regression_loss:11125.5761719
pose_loss:142.9425354 qua_loss:0.832667350769 regression_loss:309.476013184
pose_loss:111.326171875 qua_loss:0.916527092457 regression_loss:294.631591797
pose_loss:115.06892395 qua_loss:0.852361798286 regression_loss:285.541290283
pose_loss:125.263389587 qua_loss:0.94599199295 regression_loss:314.461791992
pose_loss:136.501281738 qua_loss:0.913065195084 regression_loss:319.114318848
pose_loss:142.969146729 qua_loss:0.948378324509 regression_loss:332.644805908
pose_loss:153.129974365 qua_loss:0.896794915199 regression_loss:332.488952637
pose_loss:106.442176819 qua_loss:0.875196576118 regression_loss:281.481506348
pose_loss:146.165130615 qua_loss:1.01126658916 regression_loss:348.418457031
pose_loss:120.38710022 qua_loss:0.929488003254 regression_loss:306.284698486
pose_loss:116.843040466 qua_loss:0.924122929573 regression_loss:301.667633057
pose_loss:135.955917358 qua_loss:0.942664206028 regression_loss:324.488769531
pose_loss:105.941879272 qua_loss:0.97326540947 regression_loss:300.594970703
pose_loss:137.697875977 qua_loss:0.914337158203 regression_loss:320.565307617
pose_loss:111.926048279 qua_loss:1.02966570854 regression_loss:317.859191895
pose_loss:150.473983765 qua_loss:0.940227508545 regression_loss:338.519470215
pose_loss:119.14730072 qua_loss:0.98752373457 regression_loss:316.652038574
pose_loss:132.369415283 qua_loss:0.818658828735 regression_loss:296.101196289
pose_loss:116.328201294 qua_loss:0.897004306316 regression_loss:295.729064941
pose_loss:134.892242432 qua_loss:0.960596740246 regression_loss:327.01159668
pose_loss:138.690658569 qua_loss:1.00207567215 regression_loss:339.105773926
pose_loss:134.472091675 qua_loss:0.990547299385 regression_loss:332.581542969
pose_loss:130.312271118 qua_loss:0.867334246635 regression_loss:303.77911377
pose_loss:136.105911255 qua_loss:1.00428724289 regression_loss:336.963378906
pose_loss:123.517364502 qua_loss:1.05713248253 regression_loss:334.943847656
pose_loss:143.254394531 qua_loss:0.972378849983 regression_loss:337.730163574
pose_loss:130.087890625 qua_loss:0.852480828762 regression_loss:300.58404541
pose_loss:123.222930908 qua_loss:1.02973735332 regression_loss:329.170410156
pose_loss:144.559692383 qua_loss:1.06117892265 regression_loss:356.795471191
pose_loss:140.463928223 qua_loss:0.973371565342 regression_loss:335.138244629
pose_loss:108.187316895 qua_loss:0.927794933319 regression_loss:293.746307373
pose_loss:130.248764038 qua_loss:0.899765908718 regression_loss:310.201965332
pose_loss:117.718185425 qua_loss:0.893007099628 regression_loss:296.319610596
pose_loss:156.035583496 qua_loss:0.984586834908 regression_loss:352.952941895
pose_loss:108.348052979 qua_loss:0.832962036133 regression_loss:274.940460205
pose_loss:138.068222046 qua_loss:0.976099729538 regression_loss:333.288146973
pose_loss:120.355628967 qua_loss:0.911045670509 regression_loss:302.564758301
pose_loss:130.269821167 qua_loss:0.889783859253 regression_loss:308.226593018
pose_loss:122.329452515 qua_loss:0.989712953568 regression_loss:320.272033691
pose_loss:135.55078125 qua_loss:0.932332396507 regression_loss:322.017272949
pose_loss:109.340530396 qua_loss:1.02273952961 regression_loss:313.888427734
pose_loss:129.670272827 qua_loss:0.829097807407 regression_loss:295.489837646
pose_loss:116.986923218 qua_loss:0.986364424229 regression_loss:314.25982666
pose_loss:128.371429443 qua_loss:0.938502967358 regression_loss:316.072021484
pose_loss:137.296218872 qua_loss:0.856098473072 regression_loss:308.515930176
pose_loss:125.042961121 qua_loss:0.861757397652 regression_loss:297.394439697
pose_loss:130.285690308 qua_loss:0.818546533585 regression_loss:293.994995117
pose_loss:126.285919189 qua_loss:0.878058791161 regression_loss:301.897674561
pose_loss:104.268974304 qua_loss:1.01197946072 regression_loss:306.664855957
pose_loss:127.46647644 qua_loss:0.93696886301 regression_loss:314.860229492
pose_loss:139.612670898 qua_loss:0.976508319378 regression_loss:334.914337158
pose_loss:138.312850952 qua_loss:0.947216629982 regression_loss:327.756164551
pose_loss:109.967063904 qua_loss:0.852486670017 regression_loss:280.464385986
pose_loss:125.878311157 qua_loss:0.879040300846 regression_loss:301.68637085
pose_loss:121.074287415 qua_loss:0.917429566383 regression_loss:304.560211182
pose_loss:147.204818726 qua_loss:0.941528618336 regression_loss:335.510559082
pose_loss:124.319885254 qua_loss:0.896078109741 regression_loss:303.535522461
pose_loss:115.903961182 qua_loss:0.851593017578 regression_loss:286.222564697
pose_loss:154.726638794 qua_loss:0.962488293648 regression_loss:347.224304199
pose_loss:150.717453003 qua_loss:0.847272694111 regression_loss:320.17199707
pose_loss:131.084655762 qua_loss:0.883035898209 regression_loss:307.691833496
pose_loss:118.774726868 qua_loss:0.849793493748 regression_loss:288.733428955
pose_loss:119.422813416 qua_loss:0.933431088924 regression_loss:306.109039307
pose_loss:131.975463867 qua_loss:0.873439073563 regression_loss:306.663269043
pose_loss:135.817565918 qua_loss:0.813240528107 regression_loss:298.465667725
pose_loss:99.3831634521 qua_loss:0.918054819107 regression_loss:282.994140625
pose_loss:103.605766296 qua_loss:0.836614608765 regression_loss:270.92868042
pose_loss:123.26109314 qua_loss:0.902050614357 regression_loss:303.671203613
pose_loss:97.8244857788 qua_loss:0.918736696243 regression_loss:281.571838379
pose_loss:122.502655029 qua_loss:0.87997764349 regression_loss:298.498168945
pose_loss:133.222091675 qua_loss:0.935764789581 regression_loss:320.375061035
pose_loss:108.13494873 qua_loss:0.871294975281 regression_loss:282.393951416
pose_loss:137.241577148 qua_loss:1.09830367565 regression_loss:356.902313232
pose_loss:115.524124146 qua_loss:0.927039265633 regression_loss:300.931976318
pose_loss:155.502761841 qua_loss:0.932835042477 regression_loss:342.069763184
pose_loss:136.925704956 qua_loss:0.984274804592 regression_loss:333.780670166
pose_loss:149.165481567 qua_loss:0.802304387093 regression_loss:309.626342773
pose_loss:128.829788208 qua_loss:0.871755719185 regression_loss:303.180938721
pose_loss:107.641311646 qua_loss:1.03258168697 regression_loss:314.157653809
pose_loss:99.129447937 qua_loss:0.887858092785 regression_loss:276.701080322
pose_loss:139.230651855 qua_loss:1.00721359253 regression_loss:340.673370361
pose_loss:159.791885376 qua_loss:1.04612565041 regression_loss:369.017028809
pose_loss:136.49899292 qua_loss:0.998523533344 regression_loss:336.203704834
pose_loss:122.18662262 qua_loss:0.924438476562 regression_loss:307.074310303
pose_loss:114.568687439 qua_loss:1.01140141487 regression_loss:316.848968506
pose_loss:102.287651062 qua_loss:0.853374421597 regression_loss:272.962524414
pose_loss:106.257492065 qua_loss:0.944756150246 regression_loss:295.208740234
pose_loss:108.325309753 qua_loss:0.910306334496 regression_loss:290.386566162
pose_loss:138.215560913 qua_loss:0.932088017464 regression_loss:324.633178711
pose_loss:111.636184692 qua_loss:0.820429265499 regression_loss:275.722045898
pose_loss:142.900726318 qua_loss:0.836164593697 regression_loss:310.133666992
pose_loss:132.99520874 qua_loss:0.833658695221 regression_loss:299.726928711
pose_loss:114.682098389 qua_loss:0.850768625736 regression_loss:284.83581543
pose_loss:111.702255249 qua_loss:0.885029137135 regression_loss:288.708068848
pose_loss:149.216537476 qua_loss:0.909270405769 regression_loss:331.070617676
pose_loss:118.596832275 qua_loss:0.826202988625 regression_loss:283.837432861
pose_loss:122.491188049 qua_loss:0.914878606796 regression_loss:305.466918945
pose_loss:112.089530945 qua_loss:0.904726922512 regression_loss:293.034912109
pose_loss:131.391571045 qua_loss:0.858908236027 regression_loss:303.173217773
pose_loss:120.560661316 qua_loss:0.878989338875 regression_loss:296.358520508
pose_loss:121.720169067 qua_loss:0.851063787937 regression_loss:291.932922363
pose_loss:104.423774719 qua_loss:0.898621082306 regression_loss:284.147979736
pose_loss:97.5887527466 qua_loss:0.996143341064 regression_loss:296.81741333
pose_loss:137.978393555 qua_loss:0.949544489384 regression_loss:327.887298584
pose_loss:118.528991699 qua_loss:0.851675391197 regression_loss:288.864074707
pose_loss:124.870315552 qua_loss:0.85457265377 regression_loss:295.784851074
pose_loss:123.02154541 qua_loss:0.977163553238 regression_loss:318.45425415
pose_loss:125.669136047 qua_loss:0.890304625034 regression_loss:303.730072021
pose_loss:140.350143433 qua_loss:0.864993274212 regression_loss:313.348815918
pose_loss:129.352630615 qua_loss:1.00555169582 regression_loss:330.46295166
pose_loss:120.565460205 qua_loss:0.864222705364 regression_loss:293.410003662
pose_loss:121.038505554 qua_loss:0.929074108601 regression_loss:306.85333252
pose_loss:145.333831787 qua_loss:1.007188797 regression_loss:346.771606445
pose_loss:129.910430908 qua_loss:0.835176050663 regression_loss:296.945648193
pose_loss:152.94317627 qua_loss:0.827112197876 regression_loss:318.365600586
pose_loss:128.038925171 qua_loss:0.76932823658 regression_loss:281.904571533
pose_loss:140.801055908 qua_loss:0.914866268635 regression_loss:323.774291992
pose_loss:138.586486816 qua_loss:0.954347133636 regression_loss:329.455932617
pose_loss:122.328544617 qua_loss:0.823854506016 regression_loss:287.099456787
pose_loss:117.167816162 qua_loss:0.870484650135 regression_loss:291.26473999
pose_loss:128.184387207 qua_loss:0.737474739552 regression_loss:275.679321289
pose_loss:137.06237793 qua_loss:0.921495914459 regression_loss:321.361572266
pose_loss:127.923835754 qua_loss:0.81013071537 regression_loss:289.949981689
pose_loss:112.582038879 qua_loss:0.869155943394 regression_loss:286.413238525
pose_loss:120.70703125 qua_loss:0.877388596535 regression_loss:296.184753418
pose_loss:132.11831665 qua_loss:0.885685622692 regression_loss:309.255432129
pose_loss:107.012313843 qua_loss:0.843076527119 regression_loss:275.627624512
pose_loss:137.651062012 qua_loss:0.944794237614 regression_loss:326.609924316
pose_loss:111.53768158 qua_loss:0.789742171764 regression_loss:269.486114502
pose_loss:130.747024536 qua_loss:0.95650190115 regression_loss:322.047424316
pose_loss:125.669464111 qua_loss:0.852289915085 regression_loss:296.127441406
pose_loss:111.519538879 qua_loss:0.882939934731 regression_loss:288.107513428
pose_loss:132.721115112 qua_loss:0.918574690819 regression_loss:316.436035156
pose_loss:157.911254883 qua_loss:0.949371933937 regression_loss:347.785644531
pose_loss:126.944107056 qua_loss:0.912426054478 regression_loss:309.429321289
pose_loss:123.916549683 qua_loss:1.0079818964 regression_loss:325.512939453
pose_loss:136.257659912 qua_loss:0.913850188255 regression_loss:319.027709961
pose_loss:109.635108948 qua_loss:0.856773912907 regression_loss:280.989898682
pose_loss:128.507629395 qua_loss:0.871103823185 regression_loss:302.728393555
pose_loss:95.0933685303 qua_loss:0.804061233997 regression_loss:255.905609131
pose_loss:125.184844971 qua_loss:0.913084685802 regression_loss:307.80178833
pose_loss:133.691268921 qua_loss:0.833577752113 regression_loss:300.406799316
pose_loss:124.20539856 qua_loss:0.951078891754 regression_loss:314.421173096
pose_loss:124.632019043 qua_loss:0.88828009367 regression_loss:302.288024902
pose_loss:123.440505981 qua_loss:0.837384819984 regression_loss:290.917480469
pose_loss:118.515472412 qua_loss:0.918526530266 regression_loss:302.22076416
pose_loss:127.537231445 qua_loss:0.919829189777 regression_loss:311.503051758
pose_loss:105.182899475 qua_loss:0.804169237614 regression_loss:266.01675415
pose_loss:150.898452759 qua_loss:0.919170320034 regression_loss:334.732513428
pose_loss:124.321655273 qua_loss:0.77434360981 regression_loss:279.190368652
pose_loss:141.674041748 qua_loss:0.935149610043 regression_loss:328.703979492
pose_loss:121.551239014 qua_loss:1.03850185871 regression_loss:329.251617432
pose_loss:124.688560486 qua_loss:0.868796229362 regression_loss:298.447814941
pose_loss:118.390441895 qua_loss:0.862985610962 regression_loss:290.987548828
pose_loss:148.52571106 qua_loss:0.91446852684 regression_loss:331.419433594
pose_loss:117.070213318 qua_loss:0.921022713184 regression_loss:301.274749756
pose_loss:134.027984619 qua_loss:0.845128715038 regression_loss:303.053710938
pose_loss:122.497238159 qua_loss:0.947964608669 regression_loss:312.090148926
pose_loss:121.95161438 qua_loss:0.817318975925 regression_loss:285.415405273
pose_loss:122.607070923 qua_loss:0.776233077049 regression_loss:277.85369873
pose_loss:95.4687728882 qua_loss:1.01100611687 regression_loss:297.66998291
pose_loss:117.689445496 qua_loss:0.874655485153 regression_loss:292.620544434
pose_loss:139.620941162 qua_loss:0.933498084545 regression_loss:326.320556641
pose_loss:102.913032532 qua_loss:0.821027398109 regression_loss:267.118499756
pose_loss:131.105255127 qua_loss:0.913434803486 regression_loss:313.792236328
pose_loss:125.984024048 qua_loss:0.936791181564 regression_loss:313.342254639
pose_loss:166.851531982 qua_loss:0.868435025215 regression_loss:340.538543701
pose_loss:110.767929077 qua_loss:0.890834927559 regression_loss:288.934936523
pose_loss:116.210853577 qua_loss:0.808643817902 regression_loss:277.939605713
pose_loss:98.3935852051 qua_loss:0.915248036385 regression_loss:281.44317627
pose_loss:126.582443237 qua_loss:0.907184243202 regression_loss:308.019287109
pose_loss:113.25428772 qua_loss:0.910709500313 regression_loss:295.396179199
pose_loss:121.376579285 qua_loss:0.866902947426 regression_loss:294.757171631
pose_loss:124.14276123 qua_loss:0.968564391136 regression_loss:317.855651855
pose_loss:107.9425354 qua_loss:0.834978699684 regression_loss:274.938293457
pose_loss:143.957855225 qua_loss:0.844246029854 regression_loss:312.807067871
pose_loss:110.79058075 qua_loss:0.866453170776 regression_loss:284.081207275
pose_loss:129.652404785 qua_loss:0.85107922554 regression_loss:299.868255615
pose_loss:105.057090759 qua_loss:0.787872314453 regression_loss:262.631561279
pose_loss:117.812973022 qua_loss:0.893968105316 regression_loss:296.6065979
pose_loss:98.2998428345 qua_loss:0.914865911007 regression_loss:281.273010254
pose_loss:114.078765869 qua_loss:0.805425643921 regression_loss:275.163879395
pose_loss:116.907699585 qua_loss:0.89598441124 regression_loss:296.10458374
pose_loss:131.757858276 qua_loss:0.945959687233 regression_loss:320.949798584
pose_loss:119.972427368 qua_loss:0.93504846096 regression_loss:306.982116699
pose_loss:126.706741333 qua_loss:1.08082091808 regression_loss:342.870910645
pose_loss:132.874969482 qua_loss:0.899401068687 regression_loss:312.755187988
pose_loss:129.797286987 qua_loss:0.757183611393 regression_loss:281.234008789
pose_loss:129.302017212 qua_loss:0.873064756393 regression_loss:303.914978027
pose_loss:114.11089325 qua_loss:0.843588888645 regression_loss:282.828674316
pose_loss:116.450218201 qua_loss:0.882155478001 regression_loss:292.881317139
pose_loss:97.6915512085 qua_loss:0.854171156883 regression_loss:268.525787354
pose_loss:120.038253784 qua_loss:0.88961482048 regression_loss:297.961212158
pose_loss:140.457046509 qua_loss:0.874616026878 regression_loss:315.380249023
pose_loss:136.633956909 qua_loss:0.946669816971 regression_loss:325.967926025
pose_loss:121.240882874 qua_loss:0.842344105244 regression_loss:289.709716797
pose_loss:127.983848572 qua_loss:0.793291211128 regression_loss:286.642089844
pose_loss:125.699760437 qua_loss:0.971570014954 regression_loss:320.013763428
pose_loss:95.6553573608 qua_loss:0.85932302475 regression_loss:267.519958496
pose_loss:122.559120178 qua_loss:0.85959815979 regression_loss:294.478759766
pose_loss:102.827789307 qua_loss:0.869719028473 regression_loss:276.771606445
pose_loss:118.363502502 qua_loss:0.820735931396 regression_loss:282.510681152
pose_loss:127.806045532 qua_loss:0.882581532001 regression_loss:304.322357178
pose_loss:125.191238403 qua_loss:0.832596242428 regression_loss:291.710479736
pose_loss:121.40763092 qua_loss:0.8684014678 regression_loss:295.087921143
pose_loss:121.278900146 qua_loss:0.913312196732 regression_loss:303.941345215
pose_loss:100.398124695 qua_loss:0.90815359354 regression_loss:282.028839111
pose_loss:111.123344421 qua_loss:0.950747907162 regression_loss:301.272918701
pose_loss:101.346534729 qua_loss:0.778783202171 regression_loss:257.103179932
pose_loss:118.930335999 qua_loss:0.849788844585 regression_loss:288.888092041
pose_loss:121.870666504 qua_loss:0.952460229397 regression_loss:312.362731934
pose_loss:125.799415588 qua_loss:0.838356435299 regression_loss:293.470703125
pose_loss:162.10383606 qua_loss:0.895200848579 regression_loss:341.144012451
pose_loss:114.103225708 qua_loss:0.735387086868 regression_loss:261.180664062
pose_loss:139.287261963 qua_loss:0.858533501625 regression_loss:310.99395752
pose_loss:132.607086182 qua_loss:0.90376830101 regression_loss:313.360748291
pose_loss:116.144973755 qua_loss:0.780017375946 regression_loss:272.1484375
pose_loss:126.596229553 qua_loss:0.865803956985 regression_loss:299.757019043
pose_loss:118.443962097 qua_loss:0.862402558327 regression_loss:290.924468994
pose_loss:123.866348267 qua_loss:0.850804030895 regression_loss:294.027160645
pose_loss:151.039489746 qua_loss:0.905007898808 regression_loss:332.04107666
pose_loss:111.239425659 qua_loss:0.819727301598 regression_loss:275.184875488
pose_loss:147.888900757 qua_loss:0.845835089684 regression_loss:317.055908203
pose_loss:125.314315796 qua_loss:0.847941756248 regression_loss:294.902648926
pose_loss:113.856681824 qua_loss:0.818573415279 regression_loss:277.571350098
pose_loss:132.686416626 qua_loss:0.926757574081 regression_loss:318.03793335
pose_loss:143.155334473 qua_loss:0.965748012066 regression_loss:336.304931641
pose_loss:115.006217957 qua_loss:0.855166375637 regression_loss:286.039489746
pose_loss:120.855949402 qua_loss:0.911401450634 regression_loss:303.136230469
pose_loss:142.921539307 qua_loss:0.887189626694 regression_loss:320.359466553
pose_loss:123.632965088 qua_loss:0.887509465218 regression_loss:301.134857178
pose_loss:151.751983643 qua_loss:0.783813595772 regression_loss:308.514709473
pose_loss:119.899200439 qua_loss:0.840339362621 regression_loss:287.967071533
pose_loss:100.538368225 qua_loss:0.839458882809 regression_loss:268.430145264
pose_loss:132.502639771 qua_loss:0.846634924412 regression_loss:301.829620361
pose_loss:145.936508179 qua_loss:0.747746229172 regression_loss:295.485748291
pose_loss:138.533828735 qua_loss:0.904022276402 regression_loss:319.338287354
pose_loss:144.08392334 qua_loss:0.954788208008 regression_loss:335.041564941
pose_loss:109.36353302 qua_loss:0.861137986183 regression_loss:281.591125488
pose_loss:120.662506104 qua_loss:0.907676160336 regression_loss:302.197753906
pose_loss:129.847625732 qua_loss:0.811226010323 regression_loss:292.092834473
pose_loss:131.895996094 qua_loss:0.903508722782 regression_loss:312.597747803
pose_loss:123.095695496 qua_loss:0.87740534544 regression_loss:298.576751709
pose_loss:143.337890625 qua_loss:0.864270806313 regression_loss:316.192047119
pose_loss:107.82358551 qua_loss:0.928207755089 regression_loss:293.465148926
pose_loss:118.389404297 qua_loss:0.999222159386 regression_loss:318.233825684
pose_loss:127.953926086 qua_loss:0.870055854321 regression_loss:301.965087891
pose_loss:108.179100037 qua_loss:0.833106815815 regression_loss:274.800476074
pose_loss:121.208152771 qua_loss:0.967023849487 regression_loss:314.612915039
pose_loss:113.12412262 qua_loss:0.899480700493 regression_loss:293.020263672
pose_loss:137.577285767 qua_loss:0.887937605381 regression_loss:315.164794922
pose_loss:122.430831909 qua_loss:0.91473954916 regression_loss:305.378723145
pose_loss:124.478713989 qua_loss:0.813511312008 regression_loss:287.180969238
pose_loss:106.693656921 qua_loss:0.857092618942 regression_loss:278.112182617
pose_loss:127.610900879 qua_loss:0.832244694233 regression_loss:294.059844971
pose_loss:113.244026184 qua_loss:0.839092373848 regression_loss:281.0625
pose_loss:131.347610474 qua_loss:0.872288644314 regression_loss:305.805358887
pose_loss:115.99621582 qua_loss:0.710759699345 regression_loss:258.148162842
pose_loss:127.303977966 qua_loss:0.832983195782 regression_loss:293.900604248
pose_loss:110.767021179 qua_loss:0.834826767445 regression_loss:277.73236084
pose_loss:92.8233261108 qua_loss:0.805753707886 regression_loss:253.974060059
pose_loss:132.518341064 qua_loss:0.90047365427 regression_loss:312.613067627
pose_loss:140.898742676 qua_loss:0.920109331608 regression_loss:324.920593262
pose_loss:107.945655823 qua_loss:0.852782905102 regression_loss:278.502227783
pose_loss:110.656982422 qua_loss:0.828224956989 regression_loss:276.301971436
pose_loss:122.719985962 qua_loss:0.88430839777 regression_loss:299.581665039
pose_loss:115.213516235 qua_loss:0.870471656322 regression_loss:289.307861328
pose_loss:110.297973633 qua_loss:0.857139706612 regression_loss:281.725921631
pose_loss:130.634918213 qua_loss:0.851970076561 regression_loss:301.028930664
pose_loss:115.923339844 qua_loss:0.846416354179 regression_loss:285.206604004
pose_loss:107.980949402 qua_loss:0.757262408733 regression_loss:259.433441162
pose_loss:114.392349243 qua_loss:0.824617564678 regression_loss:279.315856934
pose_loss:126.465026855 qua_loss:0.877054989338 regression_loss:301.876037598
pose_loss:104.681312561 qua_loss:0.837541818619 regression_loss:272.189666748
pose_loss:118.112335205 qua_loss:0.848621487617 regression_loss:287.836639404
pose_loss:108.825675964 qua_loss:0.872521519661 regression_loss:283.329986572
pose_loss:120.799858093 qua_loss:0.855578958988 regression_loss:291.915649414
pose_loss:126.707885742 qua_loss:0.858786821365 regression_loss:298.465270996
pose_loss:124.666404724 qua_loss:0.833288490772 regression_loss:291.32409668
pose_loss:112.459716797 qua_loss:0.778234183788 regression_loss:268.106567383
pose_loss:118.266281128 qua_loss:0.831347763538 regression_loss:284.535827637
pose_loss:128.309646606 qua_loss:0.837042450905 regression_loss:295.718139648
pose_loss:125.707992554 qua_loss:0.82753187418 regression_loss:291.214355469
pose_loss:110.06338501 qua_loss:0.806715786457 regression_loss:271.406555176
pose_loss:114.385299683 qua_loss:0.814151585102 regression_loss:277.215637207
pose_loss:118.838066101 qua_loss:0.774772405624 regression_loss:273.792541504
pose_loss:111.130447388 qua_loss:0.914587557316 regression_loss:294.047973633
pose_loss:99.6161575317 qua_loss:0.808068811893 regression_loss:261.229919434
pose_loss:120.600952148 qua_loss:0.785942316055 regression_loss:277.789428711
pose_loss:119.952804565 qua_loss:0.893069267273 regression_loss:298.566650391
pose_loss:113.033935547 qua_loss:0.79274302721 regression_loss:271.582519531
pose_loss:134.88168335 qua_loss:0.747695982456 regression_loss:284.420898438
pose_loss:135.965270996 qua_loss:0.921866595745 regression_loss:320.338592529
pose_loss:145.082092285 qua_loss:0.850575447083 regression_loss:315.197174072
pose_loss:106.885101318 qua_loss:0.869939148426 regression_loss:280.872924805
pose_loss:119.221374512 qua_loss:0.926097631454 regression_loss:304.440917969
pose_loss:122.587631226 qua_loss:0.813208818436 regression_loss:285.229400635
pose_loss:128.704910278 qua_loss:0.89079451561 regression_loss:306.863830566
pose_loss:140.726150513 qua_loss:0.829071760178 regression_loss:306.540496826
pose_loss:116.969215393 qua_loss:0.809547364712 regression_loss:278.878692627
pose_loss:108.290603638 qua_loss:0.839537024498 regression_loss:276.197998047
pose_loss:138.433044434 qua_loss:0.746397018433 regression_loss:287.712463379
pose_loss:126.264175415 qua_loss:0.795136809349 regression_loss:285.291534424
pose_loss:113.616661072 qua_loss:0.866885125637 regression_loss:286.993682861
pose_loss:121.553123474 qua_loss:0.844134569168 regression_loss:290.3800354
pose_loss:117.533790588 qua_loss:0.853623390198 regression_loss:288.258453369
pose_loss:119.350250244 qua_loss:0.838303208351 regression_loss:287.010894775
pose_loss:130.903671265 qua_loss:0.901799440384 regression_loss:311.263549805
pose_loss:103.022590637 qua_loss:0.842116594315 regression_loss:271.445922852
pose_loss:102.127403259 qua_loss:0.759958148003 regression_loss:254.119018555
pose_loss:150.954528809 qua_loss:0.787326335907 regression_loss:308.419799805
pose_loss:124.714813232 qua_loss:0.793585181236 regression_loss:283.431854248
pose_loss:113.415557861 qua_loss:0.790275156498 regression_loss:271.470581055
pose_loss:119.497779846 qua_loss:0.906573712826 regression_loss:300.812530518
pose_loss:114.808425903 qua_loss:0.927898347378 regression_loss:300.388092041
pose_loss:115.690551758 qua_loss:0.880055308342 regression_loss:291.701599121
pose_loss:113.863548279 qua_loss:0.8201597929 regression_loss:277.895507812
pose_loss:126.260368347 qua_loss:0.766832113266 regression_loss:279.626800537
pose_loss:110.01688385 qua_loss:0.887220203876 regression_loss:287.4609375
pose_loss:118.791625977 qua_loss:0.838566720486 regression_loss:286.504974365
pose_loss:127.033927917 qua_loss:0.785041511059 regression_loss:284.042236328
pose_loss:113.20451355 qua_loss:0.831137299538 regression_loss:279.431976318
pose_loss:127.892234802 qua_loss:0.761506974697 regression_loss:280.193634033
pose_loss:116.817054749 qua_loss:0.86790907383 regression_loss:290.398864746
pose_loss:124.945533752 qua_loss:0.825822710991 regression_loss:290.110076904
pose_loss:100.806716919 qua_loss:0.787109196186 regression_loss:258.22857666
pose_loss:102.403671265 qua_loss:0.824292421341 regression_loss:267.262145996
pose_loss:130.456359863 qua_loss:0.927280664444 regression_loss:315.912475586
pose_loss:134.511413574 qua_loss:0.820234775543 regression_loss:298.558349609
pose_loss:102.102996826 qua_loss:0.897773563862 regression_loss:281.657714844
pose_loss:121.446739197 qua_loss:0.870535314083 regression_loss:295.55380249
pose_loss:147.514022827 qua_loss:0.990727066994 regression_loss:345.659423828
pose_loss:123.360809326 qua_loss:0.813516914845 regression_loss:286.064208984
pose_loss:121.045501709 qua_loss:0.810820639133 regression_loss:283.209625244
pose_loss:127.381401062 qua_loss:0.762120366096 regression_loss:279.805480957
pose_loss:147.419616699 qua_loss:0.93050712347 regression_loss:333.521057129
pose_loss:131.305877686 qua_loss:0.938382148743 regression_loss:318.982299805
pose_loss:91.1907043457 qua_loss:0.780250310898 regression_loss:247.240768433
pose_loss:128.766647339 qua_loss:0.728420615196 regression_loss:274.450775146
pose_loss:110.929580688 qua_loss:0.803850531578 regression_loss:271.699707031
pose_loss:97.8442459106 qua_loss:0.78097641468 regression_loss:254.039520264
pose_loss:109.499809265 qua_loss:0.842032551765 regression_loss:277.906311035
pose_loss:132.364196777 qua_loss:0.846793711185 regression_loss:301.722961426
pose_loss:103.587081909 qua_loss:0.76530444622 regression_loss:256.647949219
pose_loss:110.710968018 qua_loss:0.794282376766 regression_loss:269.567443848
pose_loss:114.052429199 qua_loss:0.889195084572 regression_loss:291.891448975
pose_loss:108.035583496 qua_loss:0.85234773159 regression_loss:278.505126953
pose_loss:142.678665161 qua_loss:0.830464541912 regression_loss:308.771575928
pose_loss:129.205551147 qua_loss:0.957432448864 regression_loss:320.692047119
pose_loss:121.137695312 qua_loss:0.736766397953 regression_loss:268.490966797
pose_loss:119.818008423 qua_loss:0.754948973656 regression_loss:270.807800293
pose_loss:110.795059204 qua_loss:0.816764175892 regression_loss:274.147888184
pose_loss:115.878112793 qua_loss:0.7582218647 regression_loss:267.522491455
pose_loss:130.995742798 qua_loss:0.786192715168 regression_loss:288.234283447
pose_loss:134.104217529 qua_loss:0.889005422592 regression_loss:311.905303955
pose_loss:118.908447266 qua_loss:0.880306661129 regression_loss:294.969787598
pose_loss:107.660140991 qua_loss:0.797301054001 regression_loss:267.120361328
pose_loss:99.1600341797 qua_loss:0.747532010078 regression_loss:248.666442871
pose_loss:138.581665039 qua_loss:0.830117881298 regression_loss:304.605224609
pose_loss:150.765930176 qua_loss:0.794387698174 regression_loss:309.643463135
pose_loss:97.4292297363 qua_loss:0.758050501347 regression_loss:249.039337158
pose_loss:95.5260925293 qua_loss:0.710549473763 regression_loss:237.635986328
pose_loss:94.1874160767 qua_loss:0.810053765774 regression_loss:256.198181152
pose_loss:151.855285645 qua_loss:0.805640220642 regression_loss:312.983337402
pose_loss:128.302352905 qua_loss:0.692854046822 regression_loss:266.873168945
pose_loss:126.004608154 qua_loss:0.739317297935 regression_loss:273.86807251
pose_loss:128.842773438 qua_loss:0.957909226418 regression_loss:320.424621582
pose_loss:103.088150024 qua_loss:0.763916254044 regression_loss:255.871398926
pose_loss:107.829376221 qua_loss:0.820273995399 regression_loss:271.884155273
pose_loss:110.562637329 qua_loss:0.858479738235 regression_loss:282.258605957
pose_loss:107.914001465 qua_loss:0.817403912544 regression_loss:271.394775391
pose_loss:107.982711792 qua_loss:0.712303817272 regression_loss:250.443481445
pose_loss:109.237373352 qua_loss:0.746522545815 regression_loss:258.541870117
pose_loss:116.750152588 qua_loss:0.858294725418 regression_loss:288.409118652
pose_loss:116.097816467 qua_loss:0.763405442238 regression_loss:268.778900146
pose_loss:132.037521362 qua_loss:0.778035461903 regression_loss:287.644592285
